0,6.75000
1,7.27500
2,6.03250
3,6.39750
4,4.29500
5,3.62000
6,4.07250
7,2.62750
8,2.57500
8,2.57500
9,2.11250
10,1.06500
11,2.14000
12,1.55750
13,2.48250
